ResponseID,Language,ID_Q1,ID_Q2,ID_Q3,ID_Q4,ID_Q5,ID_Q6,ID_Q7,ID_Q8,ID_Q9,ID_Q10,ID_Q11,ID_Q12,ID_Q13,ID_Q14_1,ID_Q14_2,ID_Q14_3,ID_Q14_4,ID_Q14_5,ID_Q15,ID_Q16,ID_Q17,ID_Q18_1,ID_Q18_2,ID_Q18_3,ID_Q18_4,ID_Q18_5,ID_Q18_6,ID_Q18_7,ID_Q19_1,ID_Q19_2,ID_Q19_3,ID_Q19_4,ID_Q19_5,ID_Q19_6,ID_Q19_7,ID_Q19_8,ID_Q19_9,ID_Q20_1,ID_Q20_2,ID_Q20_3,ID_Q20_4,ID_Q20_5,ID_Q20_6,ID_Q20_7,ID_Q20_8,ID_Q20_9,ID_Q21_1,ID_Q21_2,ID_Q21_3,ID_Q21_4,ID_Q21_5,ID_Q22_1,ID_Q22_2,ID_Q22_3,ID_Q22_4,ID_Q22_5,ID_Q22_6,ID_Q22_7,ID_Q23,ID_Q23_1,ID_Q23_2,ID_Q23_3,ID_Q23_4,ID_Q23_5,ID_Q23_6,ID_Q23_7,ID_Q23_8,ID_Q24,ID_Q25,ID_Q26,ID_Q27,ID_Q27_1,ID_Q27_2,ID_Q27_3,ID_Q27_4,ID_Q27_5,ID_Q27_6,ID_Q28_1,ID_Q28_2,ID_Q28_3,ID_Q29,ID_Q29_1,ID_Q29_2,ID_Q29_3,ID_Q30,ID_Q30_1,ID_Q30_2,ID_Q30_3,ID_Q30_4,ID_Q30_5,ID_Q30_6,ID_Q30_7,ID_Q30_8,ID_Q30_9,ID_Q30_10,ID_Q30_11,ID_Q30_12,ID_Q30_13,ID_Q30_14,ID_Q30_15,ID_Q31,ID_Q31_1,ID_Q31_2,ID_Q31_3,ID_Q31_4,ID_Q31_5,ID_Q31_6,ID_Q31_7,ID_Q31_8,ID_Q31_9,ID_Q31_10,ID_Q32,ID_Q32_1,ID_Q32_2,ID_Q32_3,ID_Q32_4,ID_Q32_5,ID_Q32_6,ID_Q32_7,ID_Q32_8,ID_Q32_9,ID_Q32_10,ID_Q32_11,ID_Q32_12,ID_Q32_13,ID_Q32_14,ID_Q33,ID_Q33_1,ID_Q33_2,ID_Q33_3,ID_Q33_4,ID_Q33_5,ID_Q34,ID_Q34_1,ID_Q34_2,ID_Q34_3,ID_Q34_4,ID_Q35,ID_Q35_1,ID_Q35_2,ID_Q35_3,ID_Q35_4,ID_Q36_1,ID_Q36_2,ID_Q36_3,ID_Q36_4,ID_Q36_5,ID_Q36_6,ID_Q36_7,ID_Q36_8,ID_Q36_9
R_1FzekcXb6Qfgdxh,4,7,Lebanon,20,0,4,4,1,2,5,5,7,0,NA,6,9,10,7,8,4,1,0,3,1,1,2,3,5,5,7,8,6,5,6,8,7,8,5,5,5,6,6,3,5,6,3,5,5,6,7,7,7,6,6,6,5,5,6,7,4.875,5,5,5,5,5,5,4,5,3,1,3,5.333333333,4,7,6,6,2,7,5,3,5,NA,1,NA,1,3.666666667,5,1,5,4,1,4,3,5,3,5,3,5,5,3,3,1.6,2,2,2,3,1,2,1,1,2,0,2.214285714,2,4,0,3,3,2,3,0,3,2,3,0,3,3,8.4,10,10,5,7,10,6.25,7,8,7,3,0.5,1,0,1,0,3,2,3,0,2,NA,NA,NA,NA
R_1Fzf3jOlBW4w2dE,1,7,Lebanon,33,1,2,1,1,1,1,2,1,1,0,8,10,10,4,5,0,2,0,0,0,0,0,0,7,8,7,6,9,7,10,10,3,5,4,4,1,6,7,0,0,5,0,7,6,8,8,9,9,7,7,10,4,10,9,10,4.375,5,4,4,5,3,5,4,5,2,0,6,6.5,7,7,7,7,4,7,3,1,1,0,0,0,0,4.2,3,5,5,5,5,5,5,5,5,3,1,3,5,3,5,1.3,3,3,0,3,3,1,0,0,0,0,3,4,3,4,3,3,4,4,0,3,4,3,0,3,4,8.2,8,6,7,10,10,2,6,0,2,0,0.75,0,0,3,0,0,3,1,3,1,NA,NA,NA,NA
R_1fZpQJunDpbp9J0,1,7,Lebanon,21,0,4,4,1,1,1,4,0,NA,2,7,6,5,3,5,0,0,0,0,0,0,0,0,0,3,1,3,5,2,0,2,4,2,8,1,0,6,1,0,1,2,2,6,6,4,5,5,2,1,2,6,1,4,4,7,2.625,3,2,2,2,3,3,3,3,3,1,5,3.5,2,4,3,2,6,4,3,1,3,3,1,1,1,4.066666667,5,5,3,3,3,5,5,4,3,4,3,4,5,4,5,2.2,2,2,2,3,2,3,2,2,2,2,1.928571429,1,2,1,3,1,2,2,2,3,2,1,3,2,2,5.8,7,6,5,6,5,4.75,5,3,6,5,4.5,6,3,5,4,2,3,3,2,3,NA,NA,NA,NA
R_1g1i0EDy9v0MrvD,1,7,Lebanon,18,1,3,1,1,2,5,5,5,0,3,10,10,10,10,3,3,4,0,5,5,5,6,6,8,5,5,7,8,9,10,5,2,5,2,3,2,0,5,3,5,6,3,7,7,6,7,4,6,6,8,5,4,8,7,9,2.625,1,1,3,4,2,5,2,3,1,1,5,4.166666667,7,2,5,3,4,4,5,4,5,1,1,0,0,3.933333333,5,3,4,5,4,4,5,4,3,1,3,4,4,5,5,2.2,2,2,3,3,0,3,3,1,2,3,0.642857143,1,0,0,1,2,0,0,0,0,1,1,0,1,2,5.6,7,7,3,3,8,8.25,10,10,9,4,4.75,5,5,5,4,1,0,0,1,2,NA,NA,NA,NA
R_1g5u6YwRUZJbuwQ,4,7,Lebanon,24,1,4,4,1,1,4,5,0,0,NA,10,10,0,0,10,6,10,0,5,0,0,0,10,0,0,10,10,10,0,10,10,10,10,0,0,0,0,10,0,0,0,0,10,10,10,9,10,0,10,10,10,0,10,10,10,3.25,5,3,5,1,5,1,1,5,1,1,10,5.666666667,7,7,7,7,1,5,5,5,5,NA,0,NA,1,4.2,3,5,5,5,3,5,5,5,1,5,5,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2.142857143,0,2,2,4,2,0,4,2,2,0,4,2,2,4,8,10,10,10,5,5,0,0,0,0,0,0,0,0,0,0,4,2,2,0,4,NA,NA,NA,NA
R_1g7L8HUarDgHcNt,4,7,Lebanon,34,1,4,4,1,2,1,5,4,1,NA,5,5,8,1,7,0,0,0,0,1,0,0,3,2,3,8,10,9,7,9,9,2,10,6,2,2,2,4,1,2,6,2,6,6,5,6,5,5,3,4,4,3,5,4,5,3.75,5,4,3,3,4,3,3,5,3,NA,3,5.5,4,7,7,7,3,5,5,5,5,NA,0,NA,1,2.8,5,3,3,2,2,4,5,4,2,1,2,2,3,3,1,2.9,3,2,3,3,3,3,3,3,3,3,2.142857143,2,3,0,1,2,3,3,2,2,3,3,2,1,3,8.8,10,10,8,8,8,4.75,6,4,4,5,1.75,2,1,2,2,2,1,2,1,2,NA,NA,NA,NA
R_1gbtUl20wNkzImi,1,7,Lebanon,20,1,4,3,1,1,5,5,2,0,0,7,6,7,7,10,0,0,0,0,0,0,3,5,0,5,0,0,7,6,10,10,0,8,0,0,0,0,0,0,0,0,0,8,0,0,4,3,6,0,6,4,7,7,7,8,4,5,5,3,3,4,4,4,4,3,0,3,5,5,4,4,5,7,5,3,4,4,1,0,0,1,3.133333333,3,2,3,3,4,4,4,2,3,4,2,2,3,4,4,1.6,1,1,1,2,2,2,1,3,1,2,2.214285714,2,3,0,3,2,2,3,2,3,3,2,2,2,2,7.2,6,7,8,7,8,1.25,5,0,0,0,0,0,0,0,0,3,3,3,3,2,NA,NA,NA,NA
R_1gC2JEerPZ83X09,1,7,Lebanon,19,0,2,3,1,2,5,5,2,0,0,10,10,10,8,10,0,0,0,0,0,0,0,1,6,7,10,9,7,4,10,8,2,9,0,0,2,3,3,0,1,7,2,8,5,3,5,4,6,5,7,5,NA,9,6,8,4.75,5,5,5,5,5,4,5,4,3,1,6,4.833333333,5,4,7,5,1,7,4,3,5,3,1,1,1,3.666666667,4,2,4,4,1,5,2,2,4,5,5,5,4,3,5,2.3,3,3,2,3,1,3,3,3,1,1,2.285714286,4,3,0,1,2,3,4,0,3,3,4,0,3,2,7.4,6,9,8,7,7,2.5,4,2,4,0,1.75,1,2,3,1,0,2,0,2,3,NA,NA,NA,NA
R_1GCzg2CBO0DTpZQ,4,7,Lebanon,27,1,2,4,0,2,9,5,0,NA,NA,4,5,8,5,2,3,3,0,5,5,5,5,6,5,7,5,5,4,4,3,5,5,5,5,2,4,5,6,3,4,5,3,5,5,4,4,4,5,5,6,5,4,5,5,6,3.5,5,3,3,3,3,5,3,3,2,NA,10,4,5,3,3,5,4,4,2,4,1,2,0,1,1,4.733333333,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2.142857143,2,3,1,2,2,2,2,2,2,2,3,3,2,2,4.6,5,5,3,5,5,5.25,3,10,3,5,4.5,3,7,5,3,2,2,1,1,3,NA,NA,NA,NA
R_1GE5Hp27gD0FryL,4,7,Lebanon,NA,1,4,4,1,1,1,5,0,0,NA,10,NA,10,5,10,3,0,0,0,0,0,0,5,0,9,0,5,5,0,10,10,0,0,0,0,0,5,0,0,0,0,0,5,NA,5,5,5,5,10,10,10,5,10,10,10,4.375,5,5,5,4,5,1,5,5,99,0,5,6,7,7,7,7,1,7,3,3,5,NA,1,NA,1,4.333333333,3,3,3,5,5,5,5,5,3,5,3,5,5,5,5,2.6,2,3,3,3,0,3,3,3,3,3,2.714285714,3,4,0,3,3,3,4,0,4,3,3,1,3,4,9,10,10,5,10,10,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,NA,NA,NA,NA
R_1gHH2x1H7CCy9rN,4,7,Lebanon,32,1,3,3,1,2,1,5,5,1,NA,5,5,3,5,4,4,4,0,4,6,5,5,6,4,4,4,6,5,6,5,4,4,5,4,4,4,4,5,4,4,5,4,3,4,4,5,4,3,5,5,4,3,4,3,4,2.875,2,3,3,3,3,3,3,3,11,NA,5,4.166666667,5,3,5,4,4,4,3,3,2,1,0,0,1,2.8,2,3,3,2,3,3,3,3,3,3,4,3,3,2,2,1.6,1,2,2,1,1,1,2,2,2,2,0.285714286,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4.4,4,4,5,4,5,4.25,5,4,4,4,4.75,5,5,5,4,1,0,0,0,0,NA,NA,NA,NA
R_1ghmt4o3DXxy8uc,1,7,Lebanon,24,1,5,4,1,2,1,8,7,0,2,7,8,5,8,5,2,2,0,2,2,1,1,4,5,4,5,3,6,5,7,7,3,5,3,3,3,4,5,2,1,5,2,4,8,7,7,6,4,4,3,4,1,4,4,5,4.875,5,5,4,5,5,5,5,5,3,0,5,4.333333333,1,7,1,4,6,7,5,2,4,2,1,0,1,3.533333333,5,3,3,5,2,3,4,4,4,4,3,4,4,1,4,1.5,2,3,2,2,1,1,1,0,1,2,3.214285714,4,3,3,3,3,3,3,4,3,4,3,3,3,3,8.4,8,10,8,8,8,1.5,1,1,2,2,1.25,2,1,1,1,2,1,2,3,4,NA,NA,NA,NA
R_1GIJMx6pOttIVaf,4,7,Lebanon,31,1,4,3,1,1,1,3,6,0,NA,9,10,7,5,8,1,0,0,0,0,2,2,6,6,7,7,8,3,6,9,8,8,8,1,1,2,8,9,0,6,6,3,10,7,7,8,6,7,5,8,8,2,9,8,9,4.375,5,5,4,3,5,5,4,4,2,0,3,5.333333333,6,6,7,6,2,5,3,1,5,NA,1,NA,1,3.6,3,4,5,4,4,3,5,4,2,4,3,2,4,3,4,1.5,2,2,2,2,1,2,1,1,1,1,2.285714286,3,3,1,2,3,3,2,1,1,3,3,1,3,3,7.8,8,9,7,8,7,3.75,2,5,4,4,0.25,0,0,1,0,3,1,2,0,3,NA,NA,NA,NA
R_1GIZz0glnwxmwGg,4,7,Lebanon,35,0,5,4,1,1,1,5,0,1,NA,3,9,6,3,7,4,3,0,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,3,3,3,5,5,5,3.125,3,4,3,3,3,3,3,3,3,NA,5,4.333333333,6,4,4,4,4,4,4,4,4,3,1,1,1,3.066666667,4,4,2,3,1,2,2,4,5,4,4,2,2,3,4,1.7,3,2,1,2,1,2,2,0,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.8,10,9,5,5,5,1.5,1,4,0,1,0,0,0,0,0,2,2,2,2,2,NA,NA,NA,NA
R_1gMBfvDcEZHNTK2,1,7,Lebanon,18,1,4,1,1,1,5,5,0,1,3,5,NA,NA,NA,NA,5,5,NA,5,5,5,5,6,5,5,5,5,5,4,5,5,4,3,NA,5,5,4,3,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,99,NA,5,4,4,4,4,4,4,4,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.6,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4.75,5,5,4,5,5,5,5,5,5,2,2,2,2,2,NA,NA,NA,NA
R_1gN2GtxUWKOpgJX,4,7,Lebanon,43,0,2,1,1,2,9,NA,0,0,NA,8,6,5,1,4,1,1,0,4,1,2,3,5,3,5,1,3,4,4,8,6,5,5,2,1,3,3,4,1,4,8,4,7,8,5,6,6,3,2,2,2,1,1,1,5,3.5,5,3,3,4,3,4,3,3,2,1,0,4.666666667,4,7,1,5,4,7,5,5,5,NA,0,0,NA,3.733333333,3,3,4,5,5,5,5,4,3,4,3,1,5,2,4,1.5,3,3,1,2,1,1,1,1,1,1,2.142857143,2,2,2,3,2,2,2,2,3,2,2,2,2,2,NA,NA,0,1,3,3,3.5,0,10,0,4,4.25,3,10,4,0,2,2,2,2,2,NA,NA,NA,NA
R_1gnbHFWHPxrU4AW,1,7,Lebanon,39,0,2,3,1,2,3,8,7,1,NA,NA,7,NA,NA,5,8,8,0,5,7,6,5,6,5,6,6,7,6,5,2,5,6,6,8,6,6,4,6,5,2,8,5,5,6,6,5,8,7,4,7,NA,3,4,3,4,2.875,4,2,2,2,4,3,3,3,3,0,6,3.833333333,5,4,3,4,2,5,3,3,3,NA,0,0,NA,NA,4,NA,3,1,2,4,3,2,1,3,2,3,1,5,4,1.1,1,1,1,1,3,1,1,0,1,1,0.857142857,2,0,0,1,2,0,0,1,1,1,1,1,1,1,2.6,3,3,2,2,3,4.75,4,6,5,4,6.25,7,7,5,6,2,3,2,1,3,NA,NA,NA,NA
R_1gnF4liLK7Pru1i,4,7,Lebanon,49,1,4,1,1,1,1,0,7,1,NA,7,7,9,10,10,0,0,0,0,0,5,2,0,5,0,6,6,1,1,2,4,0,2,1,1,1,0,3,1,3,5,1,5,5,5,5,5,6,2,1,2,2,1,2,2,3.625,5,5,3,3,3,4,3,3,4,1,1,4.666666667,7,1,7,2,4,7,3,3,5,1,0,0,1,4.466666667,5,5,4,4,4,4,4,5,5,5,5,4,4,4,5,2.4,2,2,3,2,2,2,2,3,3,3,2.428571429,4,3,0,3,3,4,3,0,1,3,3,3,2,2,7.6,7,8,7,8,8,1.25,2,1,1,1,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA
R_1GQ7xdmayPYQOGA,1,7,Lebanon,28,1,4,1,1,2,1,7,7,1,3,3,10,5,0,8,0,0,0,0,0,3,3,2,5,7,5,5,2,6,9,8,2,6,0,2,2,6,7,1,5,8,1,7,10,10,7,10,6,0,5,5,5,5,7,7,4.25,5,5,5,3,5,4,2,5,3,0,2,6.666666667,7,7,7,7,5,7,5,3,5,3,1,1,1,3.666666667,5,2,4,4,2,4,3,4,2,5,5,4,4,3,4,1.9,3,3,2,1,2,1,1,2,3,1,2.214285714,4,1,0,0,0,4,4,2,1,4,3,2,2,4,6.6,10,9,2,7,5,4.5,5,5,2,6,2.5,0,5,5,0,0,1,0,2,1,NA,NA,NA,NA
R_1gqf5MhzFbhUam3,1,7,Lebanon,30,1,4,3,1,1,4,8,1,NA,1,2,1,5,3,7,1,1,0,0,0,0,NA,4,6,0,5,2,2,2,9,1,2,7,1,1,0,0,6,0,1,5,4,8,5,5,8,6,7,5,5,5,5,6,2,0,4,5,5,3,4,5,3,4,3,99,NA,2,4.666666667,3,5,7,5,4,4,2,2,1,2,0,1,1,3.8,5,3,3,4,3,5,4,4,4,4,4,3,3,4,4,1.9,2,2,2,2,3,2,2,1,2,1,2.5,2,2,2,3,3,2,2,2,3,3,3,3,2,3,7.6,7,9,6,7,9,1.5,0,1,4,1,4.5,5,4,6,3,2,3,3,3,2,NA,NA,NA,NA
R_1gSjbX50eRxY9te,4,7,Lebanon,30,0,4,3,1,2,4,5,3,1,NA,5,9,7,1,5,0,0,0,0,0,0,4,7,5,8,8,7,6,4,10,9,4,4,3,0,4,7,7,0,0,7,4,5,7,5,7,6,6,4,5,5,5,7,6,7,4,5,4,4,4,5,3,4,3,99,1,4,4,3,5,6,4,1,5,5,4,5,2,0,1,1,3.066666667,3,3,2,3,1,4,4,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2.714285714,4,3,0,3,4,4,3,0,2,4,3,1,3,4,6.2,7,3,5,8,8,6,8,5,7,4,1,1,0,0,3,3,3,2,1,2,NA,NA,NA,NA
R_1GZDMrSgPYDlj0p,4,7,Lebanon,32,0,4,1,1,1,2,0,4,0,NA,10,10,10,0,6,0,0,0,0,0,5,0,0,5,5,10,10,5,5,10,10,10,10,5,0,0,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,7,3.5,6,1,2,4,1,7,5,1,5,2,0,1,1,3.666666667,3,2,5,5,1,5,5,4,3,3,3,4,4,4,4,2.5,2,3,3,3,0,3,3,3,2,3,2.142857143,4,4,0,1,1,3,3,0,0,3,2,2,3,4,8.8,10,10,7,10,7,10,10,10,10,10,7,8,0,10,10,3,2,2,2,2,NA,NA,NA,NA
R_1gzqrl9RJ9IdJ4j,4,7,Lebanon,37,0,5,3,1,1,1,5,0,0,NA,10,10,10,8,7,0,0,0,5,0,0,0,4,0,4,0,0,0,0,10,4,0,4,0,0,0,0,4,0,5,3,4,0,6,0,0,6,3,8,6,5,8,9,5,10,4.625,5,5,5,5,5,4,5,3,2,1,5,5,7,4,7,4,1,7,5,5,4,NA,0,NA,0,4.133333333,5,4,4,5,3,5,5,4,2,4,4,4,5,3,5,1.8,2,3,1,3,1,2,2,2,1,1,3,4,3,2,3,3,3,3,2,2,4,3,3,3,4,9.2,10,10,9,8,9,8.25,7,8,9,9,1.75,3,0,0,4,4,0,0,0,3,NA,NA,NA,NA
R_1H0uEp8gDE255NO,4,7,Lebanon,32,1,4,3,1,2,1,5,5,1,NA,0,10,10,0,10,0,0,0,0,0,0,5,0,5,0,5,5,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,3.25,5,1,5,1,3,3,5,3,2,0,0,6.5,7,7,7,7,4,7,5,5,5,NA,1,NA,1,3.266666667,5,3,2,5,1,5,5,5,2,5,3,1,1,5,1,2.4,3,3,3,3,0,3,3,0,3,3,2.857142857,4,4,0,4,4,2,4,0,1,3,4,2,4,4,7,10,10,5,10,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,NA,NA,NA,NA
R_1H5mcRoZ4FkZ0Bq,4,7,Lebanon,NA,0,3,4,0,2,5,5,0,0,NA,9,10,10,10,0,3,10,0,0,0,0,1,7,8,9,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,7,5,7,5,7,8,5,5,5,0,0,8,3.125,5,3,1,1,5,4,3,3,2,1,6,5,5,7,7,3,4,4,5,5,3,3,1,1,1,3,4,1,5,1,3,5,5,2,3,2,5,1,5,2,1,2.8,2,3,3,3,3,3,3,2,3,3,NA,2,3,2,3,3,3,3,2,4,3,2,2,4,NA,3.6,0,4,4,5,5,2.75,5,6,0,0,0.25,1,0,0,0,2,2,3,0,4,NA,NA,NA,NA
R_1hA4Vc8TklCW7rG,4,7,Lebanon,24,1,4,3,1,2,1,5,0,1,NA,10,10,10,0,5,5,0,0,4,0,0,5,5,5,6,10,5,5,0,10,10,10,10,0,0,5,6,10,0,0,0,5,10,5,4,5,5,5,5,10,5,10,10,10,10,4.5,5,5,5,5,5,5,1,5,2,1,5,4.5,4,7,1,7,1,7,5,5,5,3,1,1,1,3.666666667,1,5,5,5,1,5,5,5,1,5,3,3,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3.285714286,4,4,0,4,4,4,4,0,4,4,4,2,4,4,10,10,10,10,10,10,6.25,10,5,5,5,0,0,0,0,0,4,2,2,2,4,NA,NA,NA,NA
R_1hGBbDvZLLKtLVY,4,7,Lebanon,35,1,4,1,1,2,9,5,3,0,NA,10,10,10,5,0,0,0,0,0,0,0,0,0,0,4,10,10,5,5,10,10,0,8,5,0,0,7,10,0,0,0,0,10,5,5,5,4,5,10,10,5,5,4,5,5,4.125,5,2,3,5,5,5,3,5,3,0,5,4,4,4,4,4,4,4,3,3,5,NA,1,NA,0,3.533333333,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,2.1,2,2,1,2,1,2,3,2,3,3,2.071428571,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5.6,6,6,5,5,6,5.75,7,6,5,5,5.25,7,5,4,5,4,2,2,2,3,NA,NA,NA,NA
R_1Hk5y1BHzLXooV4,4,7,Lebanon,25,NA,4,1,0,1,4,5,4,1,NA,9,9,5,2,0,1,1,0,0,3,NA,NA,NA,NA,NA,4,5,4,5,4,3,3,3,5,2,4,4,3,0,5,9,6,4,5,6,5,4,7,4,5,4,6,5,3,6,3.75,4,5,4,4,3,4,2,4,11,0,7,4.166666667,5,2,4,4,5,5,2,3,2,3,1,1,1,3.066666667,2,4,5,5,2,2,5,4,2,2,2,4,1,1,5,2.3,3,3,2,3,0,3,2,3,2,2,1.857142857,1,2,2,2,2,1,2,2,2,2,2,2,2,2,8.8,10,10,9,7,8,10,10,10,10,10,7,9,6,4,9,3,2,2,2,2,NA,NA,NA,NA
R_1hSxlPGVQdSOqAl,1,7,Lebanon,23,1,5,4,1,1,5,5,0,1,3,3,3,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,5,2,3,3,3,4,0,0,0,4,6,4,7,3.75,5,5,5,3,4,2,2,4,1,NA,0,4.5,7,3,5,3,5,4,1,3,2,3,1,1,1,3.066666667,5,5,3,3,2,2,3,3,3,3,3,3,3,2,3,1.3,0,3,2,1,0,2,2,1,1,1,1.928571429,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6.8,6,10,6,6,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,NA,NA,NA,NA
R_1hXZvxJARlF7pHP,4,7,Lebanon,26,0,5,1,1,2,1,5,6,1,NA,6,9,8,4,6,1,2,0,1,1,3,2,2,3,5,7,6,5,5,8,8,7,6,2,2,3,6,4,2,5,5,4,6,6,5,5,6,5,4,6,4,4,5,6,7,3.5,4,3,3,3,5,4,2,4,3,0,3,5.166666667,6,6,6,2,5,6,3,3,4,2,1,0,1,3.666666667,5,3,5,4,2,3,5,4,4,3,5,2,5,3,2,2.7,2,3,3,3,2,3,3,3,2,3,2.5,3,2,2,3,3,2,3,2,2,2,3,2,3,3,7.6,6,9,6,9,8,2.5,2,4,2,2,3,1,4,2,5,4,2,2,2,3,NA,NA,NA,NA
R_1i4jWVVQucTPERz,4,7,Lebanon,23,1,4,5,1,2,5,6,6,1,NA,6,5,6,4,4,2,2,0,2,1,5,3,1,3,2,2,3,2,2,2,2,2,0,2,2,2,2,2,2,4,7,2,7,6,6,5,6,6,2,3,1,0,0,1,2,2.625,3,2,2,4,3,3,3,1,1,1,7,4.166666667,4,5,4,4,3,5,4,4,5,1,0,1,0,3.266666667,3,2,4,2,4,4,4,4,2,4,4,2,4,2,4,1.5,3,2,1,3,0,2,3,0,0,1,2.285714286,2,3,3,2,3,2,1,2,3,1,2,2,3,3,8,8,8,9,7,8,5.75,6,6,5,6,5.75,6,5,6,6,3,2,2,3,2,NA,NA,NA,NA
R_1i8XjeOgvS52kfG,4,7,Lebanon,53,0,4,1,1,1,4,5,6,0,NA,7,5,6,3,5,1,1,0,1,3,1,3,2,4,3,6,6,5,3,7,7,1,8,2,2,2,2,5,1,0,6,3,6,5,6,7,6,6,2,2,0,0,1,0,0,4.25,5,4,4,4,5,3,4,5,11,0,5,5,6,6,6,5,2,5,5,5,4,NA,0,NA,0,3.6,4,4,4,4,2,4,4,4,3,4,4,3,4,3,3,2.1,2,3,2,3,1,2,2,2,2,2,2.142857143,2,2,2,3,2,1,1,3,2,2,2,1,3,4,6.2,7,8,5,5,6,1.25,5,0,0,0,0,0,0,0,0,3,2,1,1,3,NA,NA,NA,NA
R_1IFAsQn8ArCFslH,1,7,Lebanon,23,1,4,1,1,2,4,5,2,NA,NA,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,8,5,6,5,5,5,10,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,99,NA,5,4,4,4,4,4,4,4,3,3,3,3,1,1,1,3.066666667,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2.8,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,NA,NA,NA,NA
R_1ifIKoUqDNt5ej9,1,7,Lebanon,18,0,2,NA,1,1,5,5,5,0,NA,0,1,0,0,0,0,0,0,0,0,3,1,0,4,5,0,2,2,0,0,0,0,0,4,1,0,4,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,4,2.375,5,3,4,3,1,1,1,1,8,0,0,5.333333333,7,5,7,3,7,3,4,5,2,1,0,0,1,3.466666667,3,5,5,4,3,3,3,3,3,3,3,3,3,3,5,NA,3,3,2,2,0,0,NA,0,3,3,1.5,0,2,2,2,2,1,1,0,0,2,3,2,2,2,6.8,6,10,8,5,5,1,3,1,0,0,0.75,1,2,0,0,0,0,2,2,2,NA,NA,NA,NA
R_1IGyupjusigmcUp,4,7,Lebanon,24,0,4,1,1,1,4,7,8,0,NA,8,10,10,10,2,3,6,0,3,2,0,8,8,7,5,9,7,5,2,7,2,5,7,3,3,7,5,7,5,5,6,4,NA,7,8,7,7,8,6,6,7,3,5,6,7,2.5,3,2,2,1,3,5,1,3,2,1,6,5.666666667,7,7,5,7,1,7,2,3,1,3,1,1,1,3.6,5,2,5,3,1,5,5,2,1,5,5,3,4,5,3,2.8,3,2,3,3,3,2,3,3,3,3,2.571428571,1,0,4,4,3,2,4,4,3,3,3,2,1,2,5,10,6,4,3,2,7,10,8,8,2,2.25,2,3,4,0,2,4,1,1,0,NA,NA,NA,NA
R_1IiMxwx78gTs9sa,1,7,Lebanon,27,NA,4,1,0,2,9,5,5,0,3,6,5,3,7,6,6,7,0,1,6,4,9,3,7,5,6,6,5,7,1,7,6,8,6,2,5,1,2,6,7,7,7,6,4,4,4,8,8,8,NA,NA,6,4,6,6,2.75,4,3,3,3,2,2,3,2,3,1,4,4,5,4,6,2,4,3,NA,NA,NA,2,1,0,1,3.4,4,4,4,5,2,2,3,4,4,4,3,2,3,3,4,NA,2,NA,1,1,2,1,NA,0,2,2,1.857142857,1,2,1,2,2,4,3,1,1,1,2,3,1,2,4.6,5,8,3,4,3,5.5,7,7,5,3,7.5,7,6,9,8,2,2,2,2,1,NA,NA,NA,NA
